Different Combinations: 15
Vout/Vin,Resistance(Ohms)
0.017996760583095045,90.0
0.011998560172779267,60.0
0.011248734517366797,56.25
0.010907900956259316,54.54545454545455
0.01084219783396981,54.21686746987952
0.03598704466392098,180.0
0.029991002699190243,150.0
0.02768464117628964,138.46153846153845
0.027265291284195216,136.36363636363635
0.17967658215212617,900.0
0.11985617259288853,600.0
0.11237357972281184,562.5
0.35870864886408926,1800.0
0.29910269192422734,1500.0
1.768172888015717,9000.0
